organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,Population (monthly) March 2024,Population (monthly) February 2025,Population (monthly) September 2022,Population (monthly) March 2021,Population (monthly) September 2019,Population (monthly) February 2022,Population (monthly) November 2020,Population (monthly) April 2023,Population (monthly) March 2018,Population (monthly) December 2024,Population (monthly) July 2020,Population (monthly) October 2023,Population (monthly) February 2019,Population (monthly) March 2020,Population (monthly) November 2022,Population (monthly) September 2021,Population (monthly) October 2025,Population (monthly) May 2021,Population (monthly) September 2018,Population (monthly) October 2022,Population (monthly) November 2019,Population (monthly) May 2018,Population (monthly) December 2023,Population (monthly) October 2019,Population (monthly) January 2020,Population (monthly) February 2020,Population (monthly) March 2019,Population (monthly) July 2021,Population (monthly) August 2025,Population (monthly) July 2018,Population (monthly) November 2023,Population (monthly) August 2022,Population (monthly) April 2020,Population (monthly) April 2025,Population (monthly) May 2024,Population (monthly) October 2020,Population (monthly) December 2021,Population (monthly) December 2018,Population (monthly) February 2021,Population (monthly) March 2025,Population (monthly) June 2023,Population (monthly) August 2021,Population (monthly) January 2023,Population (monthly) February 2018,Population (monthly) August 2018,Population (monthly) March 2022,Population (monthly) May 2020,Population (monthly) August 2020,Population (monthly) October 2021,Population (monthly) October 2018,Population (monthly) June 2024,Population (monthly) February 2024,Population (monthly) June 2021,Population (monthly) August 2019,Population (monthly) April 2022,Population (monthly) June 2020,Population (monthly) July 2024,Population (monthly) September 2020,Population (monthly) April 2019,Population (monthly) May 2023,Population (monthly) October 2024,Population (monthly) September 2025,Population (monthly) December 2025,Population (monthly) June 2022,Population (monthly) April 2021,Population (monthly) May 2025,Population (monthly) November 2018,Population (monthly) April 2018,Population (monthly) December 2022,Population (monthly) January 2022,Population (monthly) June 2019,Population (monthly) September 2024,Population (monthly) May 2022,Population (monthly) July 2023,Population (monthly) January 2019,Population (monthly) December 2019,Population (monthly) November 2025,Population (monthly) January 2024,Population (monthly) May 2019,Population (monthly) July 2025,Population (monthly) August 2024,Population (monthly) January 2021,Population (monthly) March 2023,Population (monthly) June 2018,Population (monthly) July 2022,Population (monthly) January 2018,Population (monthly) November 2024,Population (monthly) September 2023,Population (monthly) July 2019,Population (monthly) April 2024,Population (monthly) November 2021,Population (monthly) December 2020,Population (monthly) February 2023,Population (monthly) June 2025,Population (monthly) August 2023,Population (monthly) January 2025
E9DBRm8T3U9,50903 Shivaraj Municipality,50903,à¤¶à¤¿à¤µà¤°à¤¾à¤œ à¤¨à¤—à¤°à¤ªà¤¾à¤²à¤¿à¤•à¤¾,87493,87493,86826,85056,77615,86826,78913,87493,76331,87493,78913,87493,77615,78913,86826,85056,87493,85056,76331,86826,77615,76331,87493,77615,78913,78913,77615,85056,87493,76331,87493,86826,78913,87493,87493,78913,85056,76331,85056,87493,87493,85056,87493,76331,76331,86826,78913,78913,85056,76331,87493,87493,85056,77615,86826,78913,87493,78913,77615,87493,87493,87493,87493,86826,85056,87493,76331,76331,86826,86826,77615,87493,86826,87493,77615,77615,87493,87493,77615,87493,87493,85056,87493,76331,86826,76331,87493,87493,77615,87493,85056,78913,87493,87493,87493,87493
k4A8ETgxdkZ,50904 Bijayanagar Rural Municipality,50904,à¤¬à¤¿à¤œà¤¯à¤¨à¤—à¤° à¤—à¤¾à¤‰à¤�à¤ªà¤¾à¤²à¤¿à¤•à¤¾,43858,43858,44652,43654,42821,44652,43567,43858,42084,43858,43567,43858,42821,43567,44652,43654,43858,43654,42084,44652,42821,42084,43858,42821,43567,43567,42821,43654,43858,42084,43858,44652,43567,43858,43858,43567,43654,42084,43654,43858,43858,43654,43858,42084,42084,44652,43567,43567,43654,42084,43858,43858,43654,42821,44652,43567,43858,43567,42821,43858,43858,43858,43858,44652,43654,43858,42084,42084,44652,44652,42821,43858,44652,43858,42821,42821,43858,43858,42821,43858,43858,43654,43858,42084,44652,42084,43858,43858,42821,43858,43654,43567,43858,43858,43858,43858
t5SAADE3GA6,50905 Krishnanagar Municipality,50905,à¤•à¥ƒà¤·à¥�à¤£à¤¨à¤—à¤° à¤¨à¤—à¤°à¤ªà¤¾à¤²à¤¿à¤•à¤¾,71805,71805,72995,71414,72408,72995,73664,71805,71162,71805,73664,71805,72408,73664,72995,71414,71805,71414,71162,72995,72408,71162,71805,72408,73664,73664,72408,71414,71805,71162,71805,72995,73664,71805,71805,73664,71414,71162,71414,71805,71805,71414,71805,71162,71162,72995,73664,73664,71414,71162,71805,71805,71414,72408,72995,73664,71805,73664,72408,71805,71805,71805,71805,72995,71414,71805,71162,71162,72995,72995,72408,71805,72995,71805,72408,72408,71805,71805,72408,71805,71805,71414,71805,71162,72995,71162,71805,71805,72408,71805,71414,73664,71805,71805,71805,71805
uxG1PtRsuGp,50906 Maharajganj Municipality,50906,à¤®à¤¹à¤¾à¤°à¤¾à¤œà¤—à¤¨à¥�à¤œ à¤¨à¤—à¤°à¤ªà¤¾à¤²à¤¿à¤•à¤¾,65866,65866,67471,65962,63553,67471,64644,65866,62476,65866,64644,65866,63553,64644,67471,65962,65866,65962,62476,67471,63553,62476,65866,63553,64644,64644,63553,65962,65866,62476,65866,67471,64644,65866,65866,64644,65962,62476,65962,65866,65866,65962,65866,62476,62476,67471,64644,64644,65962,62476,65866,65866,65962,63553,67471,64644,65866,64644,63553,65866,65866,65866,65866,67471,65962,65866,62476,62476,67471,67471,63553,65866,67471,65866,63553,63553,65866,65866,63553,65866,65866,65962,65866,62476,67471,62476,65866,65866,63553,65866,65962,64644,65866,65866,65866,65866
pd1zu9cgxMT,50907 Kapilbastu Municipality,50907,à¤•à¤ªà¤¿à¤²à¤¬à¤¸à¥�à¤¤à¥� à¤¨à¤—à¤°à¤ªà¤¾à¤²à¤¿à¤•à¤¾,91392,91392,92860,91287,89546,92860,91072,91392,88054,91392,91072,91392,89546,91072,92860,91287,91392,91287,88054,92860,89546,88054,91392,89546,91072,91072,89546,91287,91392,88054,91392,92860,91072,91392,91392,91072,91287,88054,91287,91392,91392,91287,91392,88054,88054,92860,91072,91072,91287,88054,91392,91392,91287,89546,92860,91072,91392,91072,89546,91392,91392,91392,91392,92860,91287,91392,88054,88054,92860,92860,89546,91392,92860,91392,89546,89546,91392,91392,89546,91392,91392,91287,91392,88054,92860,88054,91392,91392,89546,91392,91287,91072,91392,91392,91392,91392
ZaM840fa3qQ,50908 Yasodhara Rural Municipality,50908,à¤¯à¤¸à¥‹à¤§à¤°à¤¾ à¤—à¤¾à¤‰à¤�à¤ªà¤¾à¤²à¤¿à¤•à¤¾,45771,45771,46376,45333,45209,46376,45986,45771,44436,45771,45986,45771,45209,45986,46376,45333,45771,45333,44436,46376,45209,44436,45771,45209,45986,45986,45209,45333,45771,44436,45771,46376,45986,45771,45771,45986,45333,44436,45333,45771,45771,45333,45771,44436,44436,46376,45986,45986,45333,44436,45771,45771,45333,45209,46376,45986,45771,45986,45209,45771,45771,45771,45771,46376,45333,45771,44436,44436,46376,46376,45209,45771,46376,45771,45209,45209,45771,45771,45209,45771,45771,45333,45771,44436,46376,44436,45771,45771,45209,45771,45333,45986,45771,45771,45771,45771
A2wIau57qEM,50909 Mayadevi Rural Municipality,50909,à¤®à¤¾à¤¯à¤¾à¤¦à¥‡à¤µà¥€ à¤—à¤¾à¤‰à¤�à¤ªà¤¾à¤²à¤¿à¤•à¤¾,57081,57081,58709,57391,55914,58709,56834,57081,55004,57081,56834,57081,55914,56834,58709,57391,57081,57391,55004,58709,55914,55004,57081,55914,56834,56834,55914,57391,57081,55004,57081,58709,56834,57081,57081,56834,57391,55004,57391,57081,57081,57391,57081,55004,55004,58709,56834,56834,57391,55004,57081,57081,57391,55914,58709,56834,57081,56834,55914,57081,57081,57081,57081,58709,57391,57081,55004,55004,58709,58709,55914,57081,58709,57081,55914,55914,57081,57081,55914,57081,57081,57391,57081,55004,58709,55004,57081,57081,55914,57081,57391,56834,57081,57081,57081,57081
dLEIDoJr160,50910 Shuddhodhan Rural Municipality,50910,à¤¶à¥�à¤¦à¥�à¤§à¥‹à¤§à¤¨ à¤—à¤¾à¤‰à¤�à¤ªà¤¾à¤²à¤¿à¤•à¤¾,54038,54038,54902,53649,52043,54902,52905,54038,51189,54038,52905,54038,52043,52905,54902,53649,54038,53649,51189,54902,52043,51189,54038,52043,52905,52905,52043,53649,54038,51189,54038,54902,52905,54038,54038,52905,53649,51189,53649,54038,54038,53649,54038,51189,51189,54902,52905,52905,53649,51189,54038,54038,53649,52043,54902,52905,54038,52905,52043,54038,54038,54038,54038,54902,53649,54038,51189,51189,54902,54902,52043,54038,54902,54038,52043,52043,54038,54038,52043,54038,54038,53649,54038,51189,54902,51189,54038,54038,52043,54038,53649,52905,54038,54038,54038,54038
WMm4dtLoyR0,51001 Bangalachuli Rural Municipality,51001,à¤¬à¤‚à¤—à¤²à¤¾à¤šà¥�à¤²à¥€ à¤—à¤¾à¤‰à¤�à¤ªà¤¾à¤²à¤¿à¤•à¤¾,22681,22681,23458,22956,27712,23458,28154,22681,27277,22681,28154,22681,27712,28154,23458,22956,22681,22956,27277,23458,27712,27277,22681,27712,28154,28154,27712,22956,22681,27277,22681,23458,28154,22681,22681,28154,22956,27277,22956,22681,22681,22956,22681,27277,27277,23458,28154,28154,22956,27277,22681,22681,22956,27712,23458,28154,22681,28154,27712,22681,22681,22681,22681,23458,22956,22681,27277,27277,23458,23458,27712,22681,23458,22681,27712,27712,22681,22681,27712,22681,22681,22956,22681,27277,23458,27277,22681,22681,27712,22681,22956,28154,22681,22681,22681,22681
VcF5bn0dGEP,51002 Ghorahi Sub-Metropolitan City,51002,à¤˜à¥‹à¤°à¤¾à¤¹à¥€ à¤‰à¤ªà¤®à¤¹à¤¾à¤¨à¤—à¤°à¤ªà¤¾à¤²à¤¿à¤•à¤¾,205150,205150,205827,203094,185690,205827,188950,205150,182449,205150,188950,205150,185690,188950,205827,203094,205150,203094,182449,205827,185690,182449,205150,185690,188950,188950,185690,203094,205150,182449,205150,205827,188950,205150,205150,188950,203094,182449,203094,205150,205150,203094,205150,182449,182449,205827,188950,188950,203094,182449,205150,205150,203094,185690,205827,188950,205150,188950,185690,205150,205150,205150,205150,205827,203094,205150,182449,182449,205827,205827,185690,205150,205827,205150,185690,185690,205150,205150,185690,205150,205150,203094,205150,182449,205827,182449,205150,205150,185690,205150,203094,188950,205150,205150,205150,205150
gvkv2hCpAS3,51003 Tulsipur Sub-Metropolitan City,51003,à¤¤à¥�à¤²à¥�à¤¸à¥€à¤ªà¥�à¤° à¤‰à¤ªà¤®à¤¹à¤¾à¤¨à¤—à¤°à¤ªà¤¾à¤²à¤¿à¤•à¤¾,184476,184476,184531,182039,167014,184531,169950,184476,164118,184476,169950,184476,167014,169950,184531,182039,184476,182039,164118,184531,167014,164118,184476,167014,169950,169950,167014,182039,184476,164118,184476,184531,169950,184476,184476,169950,182039,164118,182039,184476,184476,182039,184476,164118,164118,184531,169950,169950,182039,164118,184476,184476,182039,167014,184531,169950,184476,169950,167014,184476,184476,184476,184476,184531,182039,184476,164118,164118,184531,184531,167014,184476,184531,184476,167014,167014,184476,184476,167014,184476,184476,182039,184476,164118,184531,164118,184476,184476,167014,184476,182039,169950,184476,184476,184476,184476
MMADUK9D3Fi,51004 Shantinagar Rural Municipality,51004,à¤¶à¤¾à¤¨à¥�à¤¤à¤¿à¤¨à¤—à¤° à¤—à¤¾à¤‰à¤�à¤ªà¤¾à¤²à¤¿à¤•à¤¾,27925,27925,28168,27733,29404,28168,29906,27925,28916,27925,29906,27925,29404,29906,28168,27733,27925,27733,28916,28168,29404,28916,27925,29404,29906,29906,29404,27733,27925,28916,27925,28168,29906,27925,27925,29906,27733,28916,27733,27925,27925,27733,27925,28916,28916,28168,29906,29906,27733,28916,27925,27925,27733,29404,28168,29906,27925,29906,29404,27925,27925,27925,27925,28168,27733,27925,28916,28916,28168,28168,29404,27925,28168,27925,29404,29404,27925,27925,29404,27925,27925,27733,27925,28916,28168,28916,27925,27925,29404,27925,27733,29906,27925,27925,27925,27925
qlfB0yF9ruz,51005 Babai Rural Municipality,51005,à¤¬à¤¬à¤ˆ à¤—à¤¾à¤‰à¤�à¤ªà¤¾à¤²à¤¿à¤•à¤¾,31467,31467,31922,31401,31632,31922,32155,31467,31116,31467,32155,31467,31632,32155,31922,31401,31467,31401,31116,31922,31632,31116,31467,31632,32155,32155,31632,31401,31467,31116,31467,31922,32155,31467,31467,32155,31401,31116,31401,31467,31467,31401,31467,31116,31116,31922,32155,32155,31401,31116,31467,31467,31401,31632,31922,32155,31467,32155,31632,31467,31467,31467,31467,31922,31401,31467,31116,31116,31922,31922,31632,31467,31922,31467,31632,31632,31467,31467,31632,31467,31467,31401,31467,31116,31922,31116,31467,31467,31632,31467,31401,32155,31467,31467,31467,31467
qSqjrMwbIvJ,51006 Dangisharan Rural Municipality,51006,à¤¦à¤‚à¤—à¥€à¤¶à¤°à¤£ à¤—à¤¾à¤‰à¤�à¤ªà¤¾à¤²à¤¿à¤•à¤¾,23605,23605,24080,23728,25031,24080,25461,23605,24604,23605,25461,23605,25031,25461,24080,23728,23605,23728,24604,24080,25031,24604,23605,25031,25461,25461,25031,23728,23605,24604,23605,24080,25461,23605,23605,25461,23728,24604,23728,23605,23605,23728,23605,24604,24604,24080,25461,25461,23728,24604,23605,23605,23728,25031,24080,25461,23605,25461,25031,23605,23605,23605,23605,24080,23728,23605,24604,24604,24080,24080,25031,23605,24080,23605,25031,25031,23605,23605,25031,23605,23605,23728,23605,24604,24080,24604,23605,23605,25031,23605,23728,25461,23605,23605,23605,23605
LNLe1sdQtNV,51007 Lamahi Municipality,51007,à¤²à¤®à¤¹à¥€ à¤¨à¤—à¤°à¤ªà¤¾à¤²à¤¿à¤•à¤¾,59665,59665,60163,59301,56164,60163,57162,59665,55182,59665,57162,59665,56164,57162,60163,59301,59665,59301,55182,60163,56164,55182,59665,56164,57162,57162,56164,59301,59665,55182,59665,60163,57162,59665,59665,57162,59301,55182,59301,59665,59665,59301,59665,55182,55182,60163,57162,57162,59301,55182,59665,59665,59301,56164,60163,57162,59665,57162,56164,59665,59665,59665,59665,60163,59301,59665,55182,55182,60163,60163,56164,59665,60163,59665,56164,56164,59665,59665,56164,59665,59665,59301,59665,55182,60163,55182,59665,59665,56164,59665,59301,57162,59665,59665,59665,59665
ZxJiWxbQnck,51008 Rapti Rural Municipality,51008,à¤°à¤¾à¤ªà¥�à¤¤à¥€ à¤—à¤¾à¤‰à¤�à¤ªà¤¾à¤²à¤¿à¤•à¤¾,52606,52606,53470,52826,47847,53470,48690,52606,47014,52606,48690,52606,47847,48690,53470,52826,52606,52826,47014,53470,47847,47014,52606,47847,48690,48690,47847,52826,52606,47014,52606,53470,48690,52606,52606,48690,52826,47014,52826,52606,52606,52826,52606,47014,47014,53470,48690,48690,52826,47014,52606,52606,52826,47847,53470,48690,52606,48690,47847,52606,52606,52606,52606,53470,52826,52606,47014,47014,53470,53470,47847,52606,53470,52606,47847,47847,52606,52606,47847,52606,52606,52826,52606,47014,53470,47014,52606,52606,47847,52606,52826,48690,52606,52606,52606,52606
e6uMoYPaXg3,51009 Gadhawa Rural Municipality,51009,à¤—à¤¢à¤µà¤¾ à¤—à¤¾à¤‰à¤�à¤ªà¤¾à¤²à¤¿à¤•à¤¾,45455,45455,47114,46389,45142,47114,45923,45455,44375,45455,45923,45455,45142,45923,47114,46389,45455,46389,44375,47114,45142,44375,45455,45142,45923,45923,45142,46389,45455,44375,45455,47114,45923,45455,45455,45923,46389,44375,46389,45455,45455,46389,45455,44375,44375,47114,45923,45923,46389,44375,45455,45455,46389,45142,47114,45923,45455,45923,45142,45455,45455,45455,45455,47114,46389,45455,44375,44375,47114,47114,45142,45455,47114,45455,45142,45142,45455,45455,45142,45455,45455,46389,45455,44375,47114,44375,45455,45455,45142,45455,46389,45923,45455,45455,45455,45455
buXxVwO9Yq6,51010 Rajpur Rural Municipality,51010,à¤°à¤¾à¤œà¤ªà¥�à¤° à¤—à¤¾à¤‰à¤�à¤ªà¤¾à¤²à¤¿à¤•à¤¾,28145,28145,29043,28496,28927,29043,29410,28145,28449,28145,29410,28145,28927,29410,29043,28496,28145,28496,28449,29043,28927,28449,28145,28927,29410,29410,28927,28496,28145,28449,28145,29043,29410,28145,28145,29410,28496,28449,28496,28145,28145,28496,28145,28449,28449,29043,29410,29410,28496,28449,28145,28145,28496,28927,29043,29410,28145,29410,28927,28145,28145,28145,28145,29043,28496,28145,28449,28449,29043,29043,28927,28145,29043,28145,28927,28927,28145,28145,28927,28145,28145,28496,28145,28449,29043,28449,28145,28145,28927,28145,28496,29410,28145,28145,28145,28145
JJrKf4wS7Ve,51101 Rapti Sonari Rural Municipality,51101,à¤°à¤¾à¤ªà¥�à¤¤à¥€ à¤¸à¥‹à¤¨à¤¾à¤°à¥€ à¤—à¤¾à¤‰à¤�à¤ªà¤¾à¤²à¤¿à¤•à¤¾,68213,68213,69341,67994,74083,69341,75723,68213,72470,68213,75723,68213,74083,75723,69341,67994,68213,67994,72470,69341,74083,72470,68213,74083,75723,75723,74083,67994,68213,72470,68213,69341,75723,68213,68213,75723,67994,72470,67994,68213,68213,67994,68213,72470,72470,69341,75723,75723,67994,72470,68213,68213,67994,74083,69341,75723,68213,75723,74083,68213,68213,68213,68213,69341,67994,68213,72470,72470,69341,69341,74083,68213,69341,68213,74083,74083,68213,68213,74083,68213,68213,67994,68213,72470,69341,72470,68213,68213,74083,68213,67994,75723,68213,68213,68213,68213
SIqTXJ5z1r1,51102 Kohalpur Municipality,51102,à¤•à¥‹à¤¹à¤²à¤ªà¥�à¤° à¤¨à¤—à¤°à¤ªà¤¾à¤²à¤¿à¤•à¤¾,107374,107374,102904,101179,89004,102904,91067,107374,86986,107374,91067,107374,89004,91067,102904,101179,107374,101179,86986,102904,89004,86986,107374,89004,91067,91067,89004,101179,107374,86986,107374,102904,91067,107374,107374,91067,101179,86986,101179,107374,107374,101179,107374,86986,86986,102904,91067,91067,101179,86986,107374,107374,101179,89004,102904,91067,107374,91067,89004,107374,107374,107374,107374,102904,101179,107374,86986,86986,102904,102904,89004,107374,102904,107374,89004,89004,107374,107374,89004,107374,107374,101179,107374,86986,102904,86986,107374,107374,89004,107374,101179,91067,107374,107374,107374,107374
WqkOGpZoSuq,51103 Baijanath Rural Municipality,51103,à¤¬à¥ˆà¤œà¤¨à¤¾à¤¥ à¤—à¤¾à¤‰à¤�à¤ªà¤¾à¤²à¤¿à¤•à¤¾,72825,72825,71861,70527,67513,71861,69033,72825,66025,72825,69033,72825,67513,69033,71861,70527,72825,70527,66025,71861,67513,66025,72825,67513,69033,69033,67513,70527,72825,66025,72825,71861,69033,72825,72825,69033,70527,66025,70527,72825,72825,70527,72825,66025,66025,71861,69033,69033,70527,66025,72825,72825,70527,67513,71861,69033,72825,69033,67513,72825,72825,72825,72825,71861,70527,72825,66025,66025,71861,71861,67513,72825,71861,72825,67513,67513,72825,72825,67513,72825,72825,70527,72825,66025,71861,66025,72825,72825,67513,72825,70527,69033,72825,72825,72825,72825
K5b2F4DDUrh,51104 Khajura Rural Municipality,51104,à¤–à¤œà¥�à¤°à¤¾ à¤—à¤¾à¤‰à¤�à¤ªà¤¾à¤²à¤¿à¤•à¤¾,64660,64660,65307,64163,62714,65307,64122,64660,61336,64660,64122,64660,62714,64122,65307,64163,64660,64163,61336,65307,62714,61336,64660,62714,64122,64122,62714,64163,64660,61336,64660,65307,64122,64660,64660,64122,64163,61336,64163,64660,64660,64163,64660,61336,61336,65307,64122,64122,64163,61336,64660,64660,64163,62714,65307,64122,64660,64122,62714,64660,64660,64660,64660,65307,64163,64660,61336,61336,65307,65307,62714,64660,65307,64660,62714,62714,64660,64660,62714,64660,64660,64163,64660,61336,65307,61336,64660,64660,62714,64660,64163,64122,64660,64660,64660,64660
S8AvgmR5HEp,51105 Janaki Rural Municipality,51105,à¤œà¤¾à¤¨à¤•à¥€ à¤—à¤¾à¤‰à¤�à¤ªà¤¾à¤²à¤¿à¤•à¤¾,47182,47182,47733,46780,46284,47733,47355,47182,45237,47182,47355,47182,46284,47355,47733,46780,47182,46780,45237,47733,46284,45237,47182,46284,47355,47355,46284,46780,47182,45237,47182,47733,47355,47182,47182,47355,46780,45237,46780,47182,47182,46780,47182,45237,45237,47733,47355,47355,46780,45237,47182,47182,46780,46284,47733,47355,47182,47355,46284,47182,47182,47182,47182,47733,46780,47182,45237,45237,47733,47733,46284,47182,47733,47182,46284,46284,47182,47182,46284,47182,47182,46780,47182,45237,47733,45237,47182,47182,46284,47182,46780,47355,47182,47182,47182,47182
cH1bHmSErN6,51106 Nepalganj Sub-Metropolitan City,51106,à¤¨à¥‡à¤ªà¤¾à¤²à¤—à¤žà¥�à¤œ à¤‰à¤ªà¤®à¤¹à¤¾à¤¨à¤—à¤°à¤ªà¤¾à¤²à¤¿à¤•à¤¾,170438,170438,170598,167588,173794,170598,177938,170438,169710,170438,177938,170438,173794,177938,170598,167588,170438,167588,169710,170598,173794,169710,170438,173794,177938,177938,173794,167588,170438,169710,170438,170598,177938,170438,170438,177938,167588,169710,167588,170438,170438,167588,170438,169710,169710,170598,177938,177938,167588,169710,170438,170438,167588,173794,170598,177938,170438,177938,173794,170438,170438,170438,170438,170598,167588,170438,169710,169710,170598,170598,173794,170438,170598,170438,173794,173794,170438,170438,173794,170438,170438,167588,170438,169710,170598,169710,170438,170438,173794,170438,167588,177938,170438,170438,170438,170438
xvhiSk2PQP3,51107 Duduwa Rural Municipality,51107,à¤¡à¥�à¤¡à¥�à¤µà¤¾ à¤—à¤¾à¤‰à¤�à¤ªà¤¾à¤²à¤¿à¤•à¤¾,44214,44214,44144,43187,45679,44144,46704,44214,44672,44214,46704,44214,45679,46704,44144,43187,44214,43187,44672,44144,45679,44672,44214,45679,46704,46704,45679,43187,44214,44672,44214,44144,46704,44214,44214,46704,43187,44672,43187,44214,44214,43187,44214,44672,44672,44144,46704,46704,43187,44672,44214,44214,43187,45679,44144,46704,44214,46704,45679,44214,44214,44214,44214,44144,43187,44214,44672,44672,44144,44144,45679,44214,44144,44214,45679,45679,44214,44214,45679,44214,44214,43187,44214,44672,44144,44672,44214,44214,45679,44214,43187,46704,44214,44214,44214,44214
pUqFVjRFjZo,51108 Narainapur Rural Municipality,51108,à¤¨à¤°à¥ˆà¤¨à¤¾à¤ªà¥�à¤° à¤—à¤¾à¤‰à¤�à¤ªà¤¾à¤²à¤¿à¤•à¤¾,44148,44148,44807,43847,42805,44807,43786,44148,41843,44148,43786,44148,42805,43786,44807,43847,44148,43847,41843,44807,42805,41843,44148,42805,43786,43786,42805,43847,44148,41843,44148,44807,43786,44148,44148,43786,43847,41843,43847,44148,44148,43847,44148,41843,41843,44807,43786,43786,43847,41843,44148,44148,43847,42805,44807,43786,44148,43786,42805,44148,44148,44148,44148,44807,43847,44148,41843,41843,44807,44807,42805,44148,44807,44148,42805,42805,44148,44148,42805,44148,44148,43847,44148,41843,44807,41843,44148,44148,42805,44148,43847,43786,44148,44148,44148,44148
hn1EFTvM2VY,51201 Bansgadhi Municipality,51201,à¤¬à¤¾à¤�à¤¸à¤—à¤¢à¥€ à¤¨à¤—à¤°à¤ªà¤¾à¤²à¤¿à¤•à¤¾,64898,64898,64477,63544,62362,64477,63119,64898,61610,64898,63119,64898,62362,63119,64477,63544,64898,63544,61610,64477,62362,61610,64898,62362,63119,63119,62362,63544,64898,61610,64898,64477,63119,64898,64898,63119,63544,61610,63544,64898,64898,63544,64898,61610,61610,64477,63119,63119,63544,61610,64898,64898,63544,62362,64477,63119,64898,63119,62362,64898,64898,64898,64898,64477,63544,64898,61610,61610,64477,64477,62362,64898,64477,64898,62362,62362,64898,64898,62362,64898,64898,63544,64898,61610,64477,61610,64898,64898,62362,64898,63544,63119,64898,64898,64898,64898
iwHpr1wY3TV,51202 Barbardiya Municipality,51202,à¤¬à¤¾à¤°à¤¬à¤°à¥�à¤¦à¤¿à¤¯à¤¾ à¤¨à¤—à¤°à¤ªà¤¾à¤²à¤¿à¤•à¤¾,72977,72977,74219,73091,76115,74219,77053,72977,75181,72977,77053,72977,76115,77053,74219,73091,72977,73091,75181,74219,76115,75181,72977,76115,77053,77053,76115,73091,72977,75181,72977,74219,77053,72977,72977,77053,73091,75181,73091,72977,72977,73091,72977,75181,75181,74219,77053,77053,73091,75181,72977,72977,73091,76115,74219,77053,72977,77053,76115,72977,72977,72977,72977,74219,73091,72977,75181,75181,74219,74219,76115,72977,74219,72977,76115,76115,72977,72977,76115,72977,72977,73091,72977,75181,74219,75181,72977,72977,76115,72977,73091,77053,72977,72977,72977,72977
sW7CMn96Vbt,51203 Thakurbaba Municipality,51203,à¤ à¤¾à¤•à¥�à¤°à¤¬à¤¾à¤¬à¤¾ à¤¨à¤—à¤°à¤ªà¤¾à¤²à¤¿à¤•à¤¾,50643,50643,50242,49480,50412,50242,51031,50643,49796,50643,51031,50643,50412,51031,50242,49480,50643,49480,49796,50242,50412,49796,50643,50412,51031,51031,50412,49480,50643,49796,50643,50242,51031,50643,50643,51031,49480,49796,49480,50643,50643,49480,50643,49796,49796,50242,51031,51031,49480,49796,50643,50643,49480,50412,50242,51031,50643,51031,50412,50643,50643,50643,50643,50242,49480,50643,49796,49796,50242,50242,50412,50643,50242,50643,50412,50412,50643,50643,50412,50643,50643,49480,50643,49796,50242,49796,50643,50643,50412,50643,49480,51031,50643,50643,50643,50643
Pnd3b8IsDjJ,51204 Geruwa Rural Municipality,51204,à¤—à¥‡à¤°à¥�à¤µà¤¾ à¤—à¤¾à¤‰à¤�à¤ªà¤¾à¤²à¤¿à¤•à¤¾,32368,32368,34334,33822,38879,34334,39351,32368,38407,32368,39351,32368,38879,39351,34334,33822,32368,33822,38407,34334,38879,38407,32368,38879,39351,39351,38879,33822,32368,38407,32368,34334,39351,32368,32368,39351,33822,38407,33822,32368,32368,33822,32368,38407,38407,34334,39351,39351,33822,38407,32368,32368,33822,38879,34334,39351,32368,39351,38879,32368,32368,32368,32368,34334,33822,32368,38407,38407,34334,34334,38879,32368,34334,32368,38879,38879,32368,32368,38879,32368,32368,33822,32368,38407,34334,38407,32368,32368,38879,32368,33822,39351,32368,32368,32368,32368
